336.0,165.0,25.0,60.0
339.0,163.0,25.0,60.0
339.0,162.0,25.0,60.0
339.0,162.0,25.0,60.0
335.0,160.0,25.0,60.0
335.0,160.0,25.0,60.0
335.0,159.0,25.0,60.0
333.0,159.0,25.0,60.0
332.0,160.0,25.0,60.0
332.0,160.0,25.0,60.0
331.0,161.0,25.0,60.0
331.0,162.0,25.0,60.0
331.0,161.0,25.0,60.0
330.0,160.0,25.0,60.0
329.0,160.0,25.0,60.0
329.0,159.0,25.0,60.0
329.0,159.0,25.0,60.0
329.0,159.0,25.0,60.0
328.0,160.0,25.0,60.0
328.0,160.0,25.0,60.0
328.0,158.0,25.0,60.0
332.0,160.0,25.0,60.0
328.0,160.0,25.0,60.0
329.0,157.0,25.0,60.0
332.0,157.0,25.0,60.0
332.0,157.0,25.0,60.0
329.0,156.0,25.0,60.0
330.0,156.0,25.0,60.0
330.0,153.0,25.0,60.0
331.0,152.0,25.0,60.0
329.0,152.0,25.0,60.0
330.0,153.0,25.0,60.0
331.0,152.0,25.0,60.0
333.0,152.0,25.0,60.0
333.0,150.0,25.0,60.0
333.0,150.0,25.0,60.0
333.0,150.0,25.0,60.0
332.0,152.0,25.0,60.0
333.0,151.0,25.0,60.0
333.0,151.0,25.0,60.0
336.0,150.0,25.0,60.0
333.0,150.0,25.0,60.0
332.0,150.0,25.0,60.0
333.0,151.0,25.0,60.0
333.0,150.0,25.0,60.0
333.0,150.0,25.0,60.0
334.0,150.0,25.0,60.0
333.0,150.0,25.0,60.0
333.0,151.0,25.0,60.0
333.0,151.0,25.0,60.0
336.0,150.0,25.0,60.0
335.0,150.0,25.0,60.0
336.0,149.0,25.0,60.0
338.0,150.0,25.0,60.0
338.0,150.0,25.0,60.0
340.0,150.0,25.0,60.0
339.0,150.0,25.0,60.0
339.0,151.0,25.0,60.0
339.0,151.0,25.0,60.0
338.0,151.0,25.0,60.0
337.0,152.0,25.0,60.0
337.0,152.0,25.0,60.0
333.0,149.0,25.0,60.0
332.0,150.0,25.0,60.0
332.0,148.0,25.0,60.0
330.0,147.0,25.0,60.0
330.0,147.0,25.0,60.0
329.0,149.0,25.0,60.0
327.0,148.0,25.0,60.0
324.0,149.0,25.0,60.0
324.0,148.0,25.0,60.0
324.0,150.0,25.0,60.0
323.0,149.0,25.0,60.0
324.0,149.0,25.0,60.0
324.0,149.0,25.0,60.0
325.0,150.0,25.0,60.0
325.0,150.0,25.0,60.0
324.0,150.0,25.0,60.0
324.0,150.0,25.0,60.0
324.0,152.0,25.0,60.0
323.0,151.0,25.0,60.0
326.0,152.0,25.0,60.0
325.0,152.0,25.0,60.0
324.0,150.0,25.0,60.0
323.0,150.0,25.0,60.0
325.0,150.0,25.0,60.0
327.0,152.0,25.0,60.0
327.0,152.0,25.0,60.0
327.0,151.0,25.0,60.0
327.0,151.0,25.0,60.0
329.0,154.0,25.0,60.0
329.0,153.0,25.0,60.0
332.0,153.0,25.0,60.0
333.0,152.0,25.0,60.0
333.0,151.0,25.0,60.0
335.0,152.0,25.0,60.0
337.0,152.0,25.0,60.0
340.0,152.0,25.0,60.0
340.0,152.0,25.0,60.0
338.0,150.0,25.0,60.0
339.0,153.0,25.0,60.0
342.0,153.0,25.0,60.0
342.0,153.0,25.0,60.0
342.0,153.0,25.0,60.0
342.0,152.0,25.0,60.0
342.0,152.0,25.0,60.0
343.0,154.0,25.0,60.0
346.0,154.0,25.0,60.0
347.0,154.0,25.0,60.0
347.0,153.0,25.0,60.0
348.0,153.0,25.0,60.0
349.0,154.0,25.0,60.0
353.0,154.0,25.0,60.0
357.0,155.0,25.0,60.0
358.0,156.0,25.0,60.0
359.0,155.0,25.0,60.0
362.0,156.0,25.0,60.0
365.0,156.0,25.0,60.0
369.0,159.0,25.0,60.0
371.0,157.0,25.0,60.0
369.0,156.0,25.0,60.0
368.0,156.0,25.0,60.0
371.0,159.0,25.0,60.0
373.0,158.0,25.0,60.0
374.0,159.0,25.0,60.0
372.0,159.0,25.0,60.0
371.0,157.0,25.0,60.0
374.0,159.0,25.0,60.0
373.0,159.0,25.0,60.0
375.0,160.0,25.0,60.0
375.0,160.0,25.0,60.0
379.0,162.0,25.0,60.0
379.0,162.0,25.0,60.0
382.0,162.0,25.0,60.0
384.0,163.0,25.0,60.0
384.0,162.0,25.0,60.0
385.0,162.0,25.0,60.0
387.0,163.0,25.0,60.0
388.0,164.0,25.0,60.0
391.0,165.0,25.0,60.0
394.0,165.0,25.0,60.0
395.0,168.0,25.0,60.0
394.0,167.0,25.0,60.0
398.0,168.0,25.0,60.0
401.0,171.0,25.0,60.0
404.0,171.0,25.0,60.0
405.0,171.0,25.0,60.0
405.0,171.0,25.0,60.0
410.0,171.0,25.0,60.0
412.0,170.0,25.0,60.0
414.0,170.0,25.0,60.0
414.0,170.0,25.0,60.0
414.0,170.0,25.0,60.0
414.0,169.0,25.0,60.0
414.0,168.0,25.0,60.0
416.0,169.0,25.0,60.0
416.0,167.0,25.0,60.0
416.0,167.0,25.0,60.0
414.0,167.0,25.0,60.0
414.0,167.0,25.0,60.0
414.0,169.0,25.0,60.0
417.0,169.0,25.0,60.0
417.0,169.0,25.0,60.0
417.0,169.0,25.0,60.0
419.0,170.0,25.0,60.0
422.0,170.0,25.0,60.0
431.0,172.0,25.0,60.0
434.0,174.0,25.0,60.0
440.0,174.0,25.0,60.0
446.0,174.0,25.0,60.0
450.0,174.0,25.0,60.0
452.0,173.0,25.0,60.0
455.0,172.0,25.0,60.0
456.0,169.0,25.0,60.0
458.0,169.0,25.0,60.0
463.0,169.0,25.0,60.0
466.0,168.0,25.0,60.0
468.0,166.0,25.0,60.0
467.0,165.0,25.0,60.0
466.0,163.0,25.0,60.0
467.0,163.0,25.0,60.0
468.0,163.0,25.0,60.0
469.0,163.0,25.0,60.0
471.0,164.0,25.0,60.0
471.0,163.0,25.0,60.0
471.0,166.0,25.0,60.0
472.0,166.0,25.0,60.0
471.0,167.0,25.0,60.0
474.0,168.0,25.0,60.0
474.0,168.0,25.0,60.0
470.0,169.0,25.0,60.0
468.0,171.0,25.0,60.0
464.0,170.0,25.0,60.0
464.0,171.0,25.0,60.0
461.0,171.0,25.0,60.0
458.0,170.0,25.0,60.0
456.0,170.0,25.0,60.0
457.0,169.0,25.0,60.0
456.0,170.0,25.0,60.0
457.0,169.0,25.0,60.0
455.0,167.0,25.0,60.0
456.0,167.0,25.0,60.0
455.0,166.0,25.0,60.0
457.0,166.0,25.0,60.0
458.0,166.0,25.0,60.0
457.0,163.0,25.0,60.0
456.0,162.0,25.0,60.0
455.0,160.0,25.0,60.0
454.0,160.0,25.0,60.0
452.0,160.0,25.0,60.0
452.0,160.0,25.0,60.0
452.0,160.0,25.0,60.0
451.0,159.0,25.0,60.0
450.0,159.0,25.0,60.0
447.0,160.0,25.0,60.0
449.0,159.0,25.0,60.0
450.0,156.0,25.0,60.0
451.0,155.0,25.0,60.0
449.0,155.0,25.0,60.0
450.0,155.0,25.0,60.0
451.0,156.0,25.0,60.0
452.0,156.0,25.0,60.0
453.0,155.0,25.0,60.0
453.0,155.0,25.0,60.0
452.0,154.0,25.0,60.0
453.0,153.0,25.0,60.0
453.0,153.0,25.0,60.0
454.0,150.0,25.0,60.0
454.0,148.0,25.0,60.0
453.0,147.0,25.0,60.0
